anomaly,competition,category name,round,heat,couple,criteria,stdev,threshold,ratio,raw data
,159,Rock'n'Roll-Beginners,First round,2,258,CO,1.21,2.0,0.605,"[5.0, 7.0, 7.0, 7.0, 9.0, 6.0]"
,159,Rock'n'Roll-Beginners,First round,2,258,FM,1.46,2.0,0.73,"[5.0, 5.0, 2.5, 6.5, 2.5, 5.0]"
,159,Rock'n'Roll-Beginners,First round,2,258,FW,9.75,14.4,0.6770833333333334,"[-50.0, -25.0, -35.0, -50.0, -50.0, -35.0]"
,159,Rock'n'Roll-Beginners,First round,2,258,sm,0.94,2.3,0.40869565217391307,"[0.0, 0.0, 0.0, -2.0, 0.0, -2.0]"
,159,Rock'n'Roll-Beginners,First round,2,258,bm,3.73,8.0,0.46625,"[-10.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,159,Rock'n'Roll-Beginners,First round,3,62,DF,1.88,2.3,0.8173913043478261,"[8.75, 10.0, 8.75, 12.5, 10.0, 13.75]"
,159,Rock'n'Roll-Beginners,First round,3,62,CO,1.07,2.0,0.535,"[7.0, 10.0, 9.0, 10.0, 9.0, 10.0]"
,159,Rock'n'Roll-Beginners,First round,3,62,FM,0.58,2.0,0.29,"[6.5, 7.5, 7.5, 7.5, 7.5, 8.5]"
,159,Rock'n'Roll-Beginners,First round,3,62,FW,6.87,14.4,0.4770833333333333,"[-35.0, -25.0, -25.0, -15.0, -25.0, -15.0]"
,159,Rock'n'Roll-Beginners,First round,3,62,sm,0.0,2.3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,159,Rock'n'Roll-Beginners,First round,3,62,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,159,Rock'n'Roll-Beginners,First round,3,131,DF,1.61,2.3,0.7000000000000001,"[13.75, 11.25, 8.75, 11.25, 12.5, 10.0]"
,159,Rock'n'Roll-Beginners,First round,3,131,CO,0.76,2.0,0.38,"[9.0, 10.0, 9.0, 9.0, 11.0, 9.0]"
,159,Rock'n'Roll-Beginners,First round,3,131,FM,0.58,2.0,0.29,"[8.5, 7.5, 6.5, 7.5, 7.5, 7.5]"
,159,Rock'n'Roll-Beginners,First round,3,131,FW,4.71,14.4,0.32708333333333334,"[-25.0, -25.0, -25.0, -35.0, -35.0, -25.0]"
,159,Rock'n'Roll-Beginners,First round,3,131,sm,0.0,2.3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,159,Rock'n'Roll-Beginners,First round,3,131,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,159,Rock'n'Roll-Beginners,First round,4,218,DF,1.88,2.3,0.8173913043478261,"[10.0, 11.25, 10.0, 6.25, 7.5, 11.25]"
,159,Rock'n'Roll-Beginners,First round,4,218,CO,1.07,2.0,0.535,"[8.0, 9.0, 9.0, 7.0, 8.0, 6.0]"
,159,Rock'n'Roll-Beginners,First round,4,218,FM,1.61,2.0,0.805,"[6.5, 6.5, 6.5, 2.5, 6.5, 7.5]"
,159,Rock'n'Roll-Beginners,First round,4,218,FW,10.27,14.4,0.7131944444444444,"[-35.0, -35.0, -25.0, -50.0, -50.0, -25.0]"
,159,Rock'n'Roll-Beginners,First round,4,218,sm,0.75,2.3,0.32608695652173914,"[-6.0, -4.0, -4.0, -4.0, -4.0, -4.0]"
,159,Rock'n'Roll-Beginners,First round,4,218,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,159,Rock'n'Roll-Beginners,Final,1,192,DF,1.86,2.3,0.8086956521739131,"[13.75, 8.75, 10.0, 8.75, 12.5, 11.25]"
,159,Rock'n'Roll-Beginners,Final,1,192,CO,0.75,2.0,0.375,"[8.0, 9.0, 8.0, 8.0, 10.0, 9.0]"
,159,Rock'n'Roll-Beginners,Final,1,192,FM,0.9,2.0,0.45,"[7.5, 6.5, 7.5, 5.0, 7.5, 6.5]"
,159,Rock'n'Roll-Beginners,Final,1,192,FW,7.64,14.4,0.5305555555555556,"[-35.0, -35.0, -15.0, -35.0, -35.0, -25.0]"
,159,Rock'n'Roll-Beginners,Final,1,192,sm,0.0,2.3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,159,Rock'n'Roll-Beginners,Final,1,192,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,159,Rock'n'Roll-Beginners,Final,2,218,DF,2.21,2.3,0.9608695652173913,"[10.0, 13.75, 11.25, 7.5, 7.5, 11.25]"
,159,Rock'n'Roll-Beginners,Final,2,218,CO,1.07,2.0,0.535,"[6.0, 9.0, 8.0, 9.0, 7.0, 8.0]"
,159,Rock'n'Roll-Beginners,Final,2,218,FM,1.48,2.0,0.74,"[6.5, 6.5, 5.0, 2.5, 6.5, 6.5]"
yes,159,Rock'n'Roll-Beginners,Final,2,218,FW,14.91,14.4,1.0354166666666667,"[-35.0, -35.0, -35.0, -75.0, -35.0, -35.0]"
,159,Rock'n'Roll-Beginners,Final,2,218,sm,0.0,2.3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,159,Rock'n'Roll-Beginners,Final,2,218,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
yes,159,Rock'n'Roll-Beginners,Final,3,131,DF,2.77,2.3,1.2043478260869567,"[12.5, 15.0, 13.75, 6.25, 11.25, 12.5]"
,159,Rock'n'Roll-Beginners,Final,3,131,CO,1.25,2.0,0.625,"[8.0, 12.0, 10.0, 9.0, 9.0, 10.0]"
,159,Rock'n'Roll-Beginners,Final,3,131,FM,1.97,2.0,0.985,"[7.5, 7.5, 8.5, 2.5, 7.5, 7.5]"
,159,Rock'n'Roll-Beginners,Final,3,131,FW,6.87,14.4,0.4770833333333333,"[-25.0, -25.0, -15.0, -35.0, -35.0, -25.0]"
,159,Rock'n'Roll-Beginners,Final,3,131,sm,1.49,2.3,0.6478260869565218,"[0.0, 0.0, 0.0, -4.0, 0.0, 0.0]"
,159,Rock'n'Roll-Beginners,Final,3,131,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,159,Rock'n'Roll-Beginners,Final,4,3,DF,1.77,2.3,0.7695652173913045,"[13.75, 10.0, 11.25, 11.25, 15.0, 13.75]"
,159,Rock'n'Roll-Beginners,Final,4,3,CO,0.69,2.0,0.345,"[10.0, 10.0, 9.0, 9.0, 11.0, 10.0]"
,159,Rock'n'Roll-Beginners,Final,4,3,FM,0.75,2.0,0.375,"[6.5, 6.5, 8.5, 6.5, 7.5, 7.5]"
,159,Rock'n'Roll-Beginners,Final,4,3,FW,13.44,14.4,0.9333333333333332,"[-25.0, -15.0, -50.0, -50.0, -25.0, -25.0]"
,159,Rock'n'Roll-Beginners,Final,4,3,sm,0.75,2.3,0.32608695652173914,"[-2.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,159,Rock'n'Roll-Beginners,Final,4,3,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,159,Rock'n'Roll-Beginners,Final,5,238,DF,1.4,2.3,0.6086956521739131,"[11.25, 7.5, 10.0, 10.0, 10.0, 7.5]"
,159,Rock'n'Roll-Beginners,Final,5,238,CO,1.73,2.0,0.865,"[12.0, 9.0, 9.0, 10.0, 7.0, 7.0]"
,159,Rock'n'Roll-Beginners,Final,5,238,FM,1.43,2.0,0.715,"[6.5, 5.0, 6.5, 2.5, 6.5, 5.0]"
,159,Rock'n'Roll-Beginners,Final,5,238,FW,7.31,14.4,0.5076388888888889,"[-35.0, -35.0, -25.0, -50.0, -35.0, -35.0]"
,159,Rock'n'Roll-Beginners,Final,5,238,sm,1.0,2.3,0.4347826086956522,"[-2.0, 0.0, 0.0, -2.0, -2.0, 0.0]"
,159,Rock'n'Roll-Beginners,Final,5,238,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,159,Rock'n'Roll-Beginners,Final,6,62,DF,1.56,2.3,0.6782608695652175,"[11.25, 12.5, 12.5, 11.25, 8.75, 13.75]"
,159,Rock'n'Roll-Beginners,Final,6,62,CO,1.07,2.0,0.535,"[8.0, 11.0, 10.0, 10.0, 9.0, 11.0]"
,159,Rock'n'Roll-Beginners,Final,6,62,FM,0.58,2.0,0.29,"[7.5, 7.5, 7.5, 6.5, 7.5, 8.5]"
,159,Rock'n'Roll-Beginners,Final,6,62,FW,12.16,14.4,0.8444444444444444,"[-35.0, -25.0, -15.0, -50.0, -25.0, -15.0]"
,159,Rock'n'Roll-Beginners,Final,6,62,sm,0.0,2.3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,159,Rock'n'Roll-Beginners,Final,6,62,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,159,Rock'n'Roll-Juveniles,First round,1,57,DF,1.68,2.3,0.7304347826086957,"[13.75, 10.0, 8.75, 12.5, 11.25, 12.5]"
,159,Rock'n'Roll-Juveniles,First round,1,57,CO,1.6,2.0,0.8,"[12.0, 8.0, 7.0, 8.0, 9.0, 8.0]"
,159,Rock'n'Roll-Juveniles,First round,1,57,FM,1.1,2.0,0.55,"[8.5, 6.5, 6.5, 9.0, 6.5, 8.5]"
,159,Rock'n'Roll-Juveniles,First round,1,57,FW,6.87,14.4,0.4770833333333333,"[-15.0, -35.0, -25.0, -15.0, -25.0, -25.0]"
,159,Rock'n'Roll-Juveniles,First round,1,57,sm,0.0,2.3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
yes,159,Rock'n'Roll-Juveniles,First round,1,57,bm,12.13,8.0,1.51625,"[-30.0, -30.0, -10.0, -30.0, 0.0, -30.0]"
,159,Rock'n'Roll-Juveniles,First round,1,193,DF,2.12,2.3,0.9217391304347827,"[16.25, 10.0, 11.25, 12.5, 15.0, 12.5]"
,159,Rock'n'Roll-Juveniles,First round,1,193,CO,0.94,2.0,0.47,"[10.0, 10.0, 8.0, 10.0, 11.0, 9.0]"
,159,Rock'n'Roll-Juveniles,First round,1,193,FM,0.69,2.0,0.345,"[8.5, 7.5, 7.5, 8.5, 7.5, 6.5]"
,159,Rock'n'Roll-Juveniles,First round,1,193,FW,6.87,14.4,0.4770833333333333,"[-15.0, -25.0, -15.0, -25.0, -35.0, -25.0]"
,159,Rock'n'Roll-Juveniles,First round,1,193,sm,1.0,2.3,0.4347826086956522,"[-2.0, 0.0, 0.0, -2.0, 0.0, -2.0]"
,159,Rock'n'Roll-Juveniles,First round,1,193,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,159,Rock'n'Roll-Juveniles,First round,2,134,DF,1.12,2.3,0.4869565217391305,"[13.75, 13.75, 12.5, 11.25, 11.25, 13.75]"
,159,Rock'n'Roll-Juveniles,First round,2,134,CO,1.49,2.0,0.745,"[12.0, 8.0, 10.0, 11.0, 9.0, 8.0]"
,159,Rock'n'Roll-Juveniles,First round,2,134,FM,0.0,2.0,0.0,"[7.5, 7.5, 7.5, 7.5, 7.5, 7.5]"
,159,Rock'n'Roll-Juveniles,First round,2,134,FW,8.98,14.4,0.6236111111111111,"[-25.0, -15.0, -15.0, -35.0, -15.0, -35.0]"
,159,Rock'n'Roll-Juveniles,First round,2,134,sm,1.49,2.3,0.6478260869565218,"[0.0, 0.0, -4.0, 0.0, 0.0, 0.0]"
,159,Rock'n'Roll-Juveniles,First round,2,134,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,159,Rock'n'Roll-Juveniles,First round,2,182,DF,1.02,2.3,0.44347826086956527,"[15.0, 12.5, 13.75, 15.0, 12.5, 13.75]"
yes,159,Rock'n'Roll-Juveniles,First round,2,182,CO,2.06,2.0,1.03,"[12.0, 6.0, 11.0, 11.0, 9.0, 8.0]"
,159,Rock'n'Roll-Juveniles,First round,2,182,FM,0.5,2.0,0.25,"[8.5, 8.5, 8.5, 7.5, 7.5, 7.5]"
,159,Rock'n'Roll-Juveniles,First round,2,182,FW,6.07,14.4,0.4215277777777778,"[-10.0, -25.0, -25.0, -15.0, -15.0, -25.0]"
,159,Rock'n'Roll-Juveniles,First round,2,182,sm,0.0,2.3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,159,Rock'n'Roll-Juveniles,First round,2,182,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
yes,159,Rock'n'Roll-Juveniles,First round,3,27,DF,2.33,2.3,1.0130434782608697,"[10.0, 10.0, 11.25, 7.5, 15.0, 12.5]"
,159,Rock'n'Roll-Juveniles,First round,3,27,CO,1.49,2.0,0.745,"[9.0, 7.0, 9.0, 10.0, 12.0, 9.0]"
,159,Rock'n'Roll-Juveniles,First round,3,27,FM,0.84,2.0,0.42,"[7.5, 6.5, 6.5, 5.0, 7.5, 6.5]"
,159,Rock'n'Roll-Juveniles,First round,3,27,FW,4.71,14.4,0.32708333333333334,"[-35.0, -25.0, -25.0, -25.0, -25.0, -35.0]"
,159,Rock'n'Roll-Juveniles,First round,3,27,sm,0.0,2.3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,159,Rock'n'Roll-Juveniles,First round,3,27,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,159,Rock'n'Roll-Juveniles,First round,3,153,DF,1.33,2.3,0.5782608695652175,"[10.0, 12.5, 12.5, 11.25, 11.25, 8.75]"
,159,Rock'n'Roll-Juveniles,First round,3,153,CO,0.94,2.0,0.47,"[8.0, 9.0, 10.0, 9.0, 9.0, 7.0]"
,159,Rock'n'Roll-Juveniles,First round,3,153,FM,0.37,2.0,0.185,"[6.5, 6.5, 6.5, 6.5, 7.5, 6.5]"
,159,Rock'n'Roll-Juveniles,First round,3,153,FW,0.0,14.4,0.0,"[-25.0, -25.0, -25.0, -25.0, -25.0, -25.0]"
,159,Rock'n'Roll-Juveniles,First round,3,153,sm,0.0,2.3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,159,Rock'n'Roll-Juveniles,First round,3,153,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,159,Rock'n'Roll-Juveniles,First round,4,235,DF,1.97,2.3,0.8565217391304348,"[20.0, 15.0, 16.25, 15.0, 18.75, 18.75]"
,159,Rock'n'Roll-Juveniles,First round,4,235,CO,1.91,2.0,0.955,"[12.0, 10.0, 13.0, 9.0, 14.0, 14.0]"
,159,Rock'n'Roll-Juveniles,First round,4,235,FM,0.47,2.0,0.235,"[9.5, 8.5, 8.5, 8.5, 8.5, 9.5]"
,159,Rock'n'Roll-Juveniles,First round,4,235,FW,2.36,14.4,0.1638888888888889,"[-10.0, -15.0, -10.0, -10.0, -10.0, -15.0]"
,159,Rock'n'Roll-Juveniles,First round,4,235,sm,0.0,2.3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,159,Rock'n'Roll-Juveniles,First round,4,235,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,159,Rock'n'Roll-Juveniles,Final,1,153,DF,1.38,2.3,0.6,"[11.25, 8.75, 10.0, 8.75, 11.25, 12.5]"
,159,Rock'n'Roll-Juveniles,Final,1,153,CO,0.9,2.0,0.45,"[8.0, 7.0, 9.0, 7.0, 9.0, 9.0]"
,159,Rock'n'Roll-Juveniles,Final,1,153,FM,0.56,2.0,0.28,"[6.5, 6.5, 6.5, 6.5, 6.5, 5.0]"
,159,Rock'n'Roll-Juveniles,Final,1,153,FW,6.87,14.4,0.4770833333333333,"[-25.0, -25.0, -25.0, -15.0, -35.0, -35.0]"
,159,Rock'n'Roll-Juveniles,Final,1,153,sm,0.94,2.3,0.40869565217391307,"[-2.0, 0.0, 0.0, 0.0, 0.0, -2.0]"
,159,Rock'n'Roll-Juveniles,Final,1,153,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
yes,159,Rock'n'Roll-Juveniles,Final,2,134,DF,2.76,2.3,1.2,"[13.75, 6.25, 10.0, 12.5, 13.75, 13.75]"
yes,159,Rock'n'Roll-Juveniles,Final,2,134,CO,2.11,2.0,1.055,"[10.0, 5.0, 9.0, 9.0, 12.0, 10.0]"
,159,Rock'n'Roll-Juveniles,Final,2,134,FM,0.47,2.0,0.235,"[7.5, 7.5, 6.5, 6.5, 6.5, 6.5]"
,159,Rock'n'Roll-Juveniles,Final,2,134,FW,10.96,14.4,0.7611111111111112,"[-15.0, -25.0, -25.0, -35.0, -50.0, -35.0]"
,159,Rock'n'Roll-Juveniles,Final,2,134,sm,0.0,2.3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,159,Rock'n'Roll-Juveniles,Final,2,134,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,159,Rock'n'Roll-Juveniles,Final,3,193,DF,1.86,2.3,0.8086956521739131,"[12.5, 7.5, 11.25, 8.75, 12.5, 10.0]"
,159,Rock'n'Roll-Juveniles,Final,3,193,CO,0.9,2.0,0.45,"[9.0, 8.0, 9.0, 9.0, 11.0, 9.0]"
,159,Rock'n'Roll-Juveniles,Final,3,193,FM,0.73,2.0,0.365,"[6.5, 6.5, 7.5, 5.0, 6.5, 6.5]"
,159,Rock'n'Roll-Juveniles,Final,3,193,FW,6.87,14.4,0.4770833333333333,"[-25.0, -35.0, -15.0, -35.0, -25.0, -25.0]"
,159,Rock'n'Roll-Juveniles,Final,3,193,sm,1.49,2.3,0.6478260869565218,"[-6.0, -2.0, -2.0, -2.0, -2.0, -2.0]"
,159,Rock'n'Roll-Juveniles,Final,3,193,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
yes,159,Rock'n'Roll-Juveniles,Final,4,235,DF,2.33,2.3,1.0130434782608697,"[16.25, 13.75, 16.25, 12.5, 18.75, 18.75]"
,159,Rock'n'Roll-Juveniles,Final,4,235,CO,1.77,2.0,0.885,"[11.0, 9.0, 12.0, 12.0, 15.0, 12.0]"
,159,Rock'n'Roll-Juveniles,Final,4,235,FM,0.85,2.0,0.425,"[9.5, 10.0, 9.0, 7.5, 9.5, 10.0]"
,159,Rock'n'Roll-Juveniles,Final,4,235,FW,5.53,14.4,0.3840277777777778,"[-10.0, -10.0, -15.0, -25.0, -10.0, -10.0]"
,159,Rock'n'Roll-Juveniles,Final,4,235,sm,0.0,2.3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,159,Rock'n'Roll-Juveniles,Final,4,235,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,159,Rock'n'Roll-Juveniles,Final,5,182,DF,1.68,2.3,0.7304347826086957,"[13.75, 11.25, 12.5, 10.0, 11.25, 15.0]"
,159,Rock'n'Roll-Juveniles,Final,5,182,CO,1.41,2.0,0.705,"[10.0, 6.0, 9.0, 10.0, 10.0, 9.0]"
,159,Rock'n'Roll-Juveniles,Final,5,182,FM,0.37,2.0,0.185,"[6.5, 6.5, 7.5, 6.5, 6.5, 6.5]"
,159,Rock'n'Roll-Juveniles,Final,5,182,FW,6.87,14.4,0.4770833333333333,"[-15.0, -25.0, -15.0, -25.0, -35.0, -25.0]"
,159,Rock'n'Roll-Juveniles,Final,5,182,sm,0.0,2.3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,159,Rock'n'Roll-Juveniles,Final,5,182,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,159,Rock'n'Roll-Juniors,Final,1,78,DF,1.11,2.3,0.482608695652174,"[14.0, 11.0, 11.0, 12.0, 13.0, 13.0]"
,159,Rock'n'Roll-Juniors,Final,1,78,CO,1.38,2.0,0.69,"[11.0, 9.0, 11.0, 12.0, 13.0, 13.0]"
,159,Rock'n'Roll-Juniors,Final,1,78,FM,0.25,2.0,0.125,"[9.0, 9.0, 8.5, 8.5, 8.5, 9.0]"
,159,Rock'n'Roll-Juniors,Final,1,78,FW,5.59,14.4,0.3881944444444444,"[-15.0, -10.0, -15.0, -25.0, -25.0, -15.0]"
,159,Rock'n'Roll-Juniors,Final,1,78,sm,0.0,2.3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,159,Rock'n'Roll-Juniors,Final,1,78,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,159,Rock'n'Roll-Juniors,Final,2,491,DF,1.86,2.3,0.8086956521739131,"[16.0, 12.0, 13.0, 12.0, 16.0, 16.0]"
,159,Rock'n'Roll-Juniors,Final,2,491,CO,0.69,2.0,0.345,"[14.0, 14.0, 14.0, 13.0, 15.0, 15.0]"
,159,Rock'n'Roll-Juniors,Final,2,491,FM,0.48,2.0,0.24,"[9.0, 10.0, 9.0, 8.5, 9.5, 9.5]"
,159,Rock'n'Roll-Juniors,Final,2,491,FW,5.34,14.4,0.3708333333333333,"[0.0, 0.0, -10.0, -15.0, -5.0, -5.0]"
,159,Rock'n'Roll-Juniors,Final,2,491,sm,0.0,2.3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,159,Rock'n'Roll-Juniors,Final,2,491,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,159,Rock'n'Roll-Juniors,Final,3,149,DF,1.29,2.3,0.5608695652173914,"[8.0, 9.0, 9.0, 7.0, 11.0, 10.0]"
,159,Rock'n'Roll-Juniors,Final,3,149,CO,0.37,2.0,0.185,"[8.0, 9.0, 9.0, 9.0, 9.0, 9.0]"
,159,Rock'n'Roll-Juniors,Final,3,149,FM,0.9,2.0,0.45,"[6.5, 8.5, 6.5, 6.5, 8.5, 7.5]"
,159,Rock'n'Roll-Juniors,Final,3,149,FW,5.77,14.4,0.4006944444444444,"[-25.0, -15.0, -35.0, -25.0, -25.0, -25.0]"
,159,Rock'n'Roll-Juniors,Final,3,149,sm,0.0,2.3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,159,Rock'n'Roll-Juniors,Final,3,149,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,159,Rock'n'Roll-Small Formation Juniors,First round,1,229,DF,1.11,2.3,0.482608695652174,"[9.0, 7.0, 10.0, 8.0, 10.0, 8.0]"
,159,Rock'n'Roll-Small Formation Juniors,First round,1,229,CO,0.72,2.0,0.36,"[6.0, 5.25, 6.75, 6.75, 7.5, 6.0]"
,159,Rock'n'Roll-Small Formation Juniors,First round,1,229,FM,1.25,2.0,0.625,"[7.0, 8.0, 8.0, 5.0, 9.0, 7.0]"
,159,Rock'n'Roll-Small Formation Juniors,First round,1,229,FW,8.98,14.4,0.6236111111111111,"[-35.0, -35.0, -25.0, -50.0, -35.0, -50.0]"
,159,Rock'n'Roll-Small Formation Juniors,First round,1,229,sm,1.89,2.3,0.8217391304347826,"[-4.0, 0.0, 0.0, -4.0, 0.0, 0.0]"
,159,Rock'n'Roll-Small Formation Juniors,First round,1,229,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,159,Rock'n'Roll-Small Formation Juniors,First round,2,177,DF,1.41,2.3,0.6130434782608696,"[7.0, 8.0, 7.0, 4.0, 8.0, 8.0]"
,159,Rock'n'Roll-Small Formation Juniors,First round,2,177,CO,1.2,2.0,0.6,"[4.5, 7.5, 6.0, 3.75, 5.25, 6.0]"
,159,Rock'n'Roll-Small Formation Juniors,First round,2,177,FM,1.46,2.0,0.73,"[6.0, 9.0, 8.0, 6.0, 10.0, 8.0]"
,159,Rock'n'Roll-Small Formation Juniors,First round,2,177,FW,13.36,14.4,0.9277777777777777,"[-50.0, -35.0, -50.0, -75.0, -50.0, -35.0]"
yes,159,Rock'n'Roll-Small Formation Juniors,First round,2,177,sm,2.75,2.3,1.1956521739130437,"[-8.0, -2.0, 0.0, -2.0, -6.0, -2.0]"
,159,Rock'n'Roll-Small Formation Juniors,First round,2,177,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,159,Rock'n'Roll-Small Formation Juniors,First round,3,158,DF,1.38,2.3,0.6,"[9.0, 9.0, 11.0, 7.0, 11.0, 10.0]"
,159,Rock'n'Roll-Small Formation Juniors,First round,3,158,CO,0.94,2.0,0.47,"[6.75, 7.5, 6.75, 6.0, 9.0, 6.75]"
,159,Rock'n'Roll-Small Formation Juniors,First round,3,158,FM,1.95,2.0,0.975,"[7.0, 9.0, 9.0, 6.0, 12.0, 10.0]"
