rt_id,Judge,Type,Category,Round,Heat,Stn,stanica,FW,FM,DF,CO,sm,bm,turnir,krit,val1,val2,val3,Acro 1,Acro 2,Acro 3,Acro 4,Acro 5,Acro 6,Acro 7,Acro 8
1873,A,,Rock'n'Roll-Kids,Final,1,6,1,-50,7.5,6.25,5,-8,0,157,DF,1,0.5,1,0,0,0,0,0,0,-1,-1
1873,A,,Rock'n'Roll-Kids,Final,1,6,1,-50,7.5,6.25,5,-8,0,157,CO,1,1,0.5,0,0,0,0,0,0,-1,-1
1873,A,,Rock'n'Roll-Kids,Final,2,350,1,-25,7.5,8.75,7,-2,0,157,CO,1,1.5,1,0,0,0,0,0,0,-1,-1
1873,A,,Rock'n'Roll-Kids,Final,2,350,1,-25,7.5,8.75,7,-2,0,157,DF,1,1,1.5,0,0,0,0,0,0,-1,-1
1873,A,,Rock'n'Roll-Kids,Final,3,242,1,-15,8.5,13.75,6,0,0,157,CO,1,1,1,0,0,0,0,0,0,-1,-1
1873,A,,Rock'n'Roll-Kids,Final,3,242,1,-15,8.5,13.75,6,0,0,157,DF,1.5,2,2,0,0,0,0,0,0,-1,-1
1873,A,,Rock'n'Roll-Kids,Final,4,66,1,-10,8.5,12.5,10,0,0,157,CO,1.5,2,1.5,0,0,0,0,0,0,-1,-1
1873,A,,Rock'n'Roll-Kids,Final,4,66,1,-10,8.5,12.5,10,0,0,157,DF,1.5,2,1.5,0,0,0,0,0,0,-1,-1
1873,B,,Rock'n'Roll-Kids,Final,1,6,2,-50,5,5,6,-4,0,157,CO,1,1,1,0,0,0,0,0,0,-1,-1
1873,B,,Rock'n'Roll-Kids,Final,1,6,2,-50,5,5,6,-4,0,157,DF,0.5,0.5,1,0,0,0,0,0,0,-1,-1
1873,B,,Rock'n'Roll-Kids,Final,2,350,2,-50,5,7.5,6,-2,0,157,CO,1,1,1,0,0,0,0,0,0,-1,-1
1873,B,,Rock'n'Roll-Kids,Final,2,350,2,-50,5,7.5,6,-2,0,157,DF,1,1,1,0,0,0,0,0,0,-1,-1
1873,B,,Rock'n'Roll-Kids,Final,3,242,2,-25,7.5,11.25,8,0,0,157,DF,1.5,1.5,1.5,0,0,0,0,0,0,-1,-1
1873,B,,Rock'n'Roll-Kids,Final,3,242,2,-25,7.5,11.25,8,0,0,157,CO,1.5,1,1.5,0,0,0,0,0,0,-1,-1
1873,B,,Rock'n'Roll-Kids,Final,4,66,2,-35,6.5,8.75,8,0,0,157,CO,1.5,1.5,1,0,0,0,0,0,0,-1,-1
1873,B,,Rock'n'Roll-Kids,Final,4,66,2,-35,6.5,8.75,8,0,0,157,DF,1,1,1.5,0,0,0,0,0,0,-1,-1
1873,C,,Rock'n'Roll-Kids,Final,1,6,3,-35,5,7.5,6,-8,0,157,CO,1,1,1,0,0,0,0,0,0,-1,-1
1873,C,,Rock'n'Roll-Kids,Final,1,6,3,-35,5,7.5,6,-8,0,157,DF,1,1,1,0,0,0,0,0,0,-1,-1
1873,C,,Rock'n'Roll-Kids,Final,2,350,3,-25,5,7.5,7,0,0,157,CO,1,1.5,1,0,0,0,0,0,0,-1,-1
1873,C,,Rock'n'Roll-Kids,Final,2,350,3,-25,5,7.5,7,0,0,157,DF,1,1,1,0,0,0,0,0,0,-1,-1
1873,C,,Rock'n'Roll-Kids,Final,3,242,3,-15,8.5,12.5,10,0,0,157,CO,1.5,1.5,2,0,0,0,0,0,0,-1,-1
1873,C,,Rock'n'Roll-Kids,Final,3,242,3,-15,8.5,12.5,10,0,0,157,DF,1.5,2,1.5,0,0,0,0,0,0,-1,-1
