rt_id,Judge,tip,Category,Round,Heat,Stn,stanica,Acro 1,Acro 2,Acro 3,Acro 4,Acro 5,Acro 6,bm,turnir,Acro_7,Acro_8,fall
1899,A,A,Rock'n'Roll-Main Class Start,First round,1,118,1,-15,-35,-15,-25,-35,-1,0,159,-1,-1,0
1899,A,A,Rock'n'Roll-Main Class Start,First round,1,236,1,-10,-25,-35,-25,-25,-1,0,159,-1,-1,0
1899,A,A,Rock'n'Roll-Main Class Start,First round,2,60,1,-15,-15,-15,-25,-35,-1,0,159,-1,-1,0
1899,A,A,Rock'n'Roll-Main Class Start,First round,2,142,1,-5,-10,-15,-15,-25,-1,0,159,-1,-1,0
1899,A,A,Rock'n'Roll-Main Class Start,First round,3,176,1,-25,-25,-25,-35,-35,-1,0,159,-1,-1,0
1899,A,A,Rock'n'Roll-Main Class Start,First round,3,226,1,-15,-15,-25,-15,-25,-1,0,159,-1,-1,0
1899,A,A,Rock'n'Roll-Main Class Start,First round,4,223,1,-15,-15,-75,-15,-50,-1,0,159,-1,-1,0
1899,B,A,Rock'n'Roll-Main Class Start,First round,1,236,2,-10,-5,-10,-15,-10,-1,0,159,-1,-1,0
1899,B,A,Rock'n'Roll-Main Class Start,First round,1,118,2,-35,-35,-10,-25,-50,-1,0,159,-1,-1,0
1899,B,A,Rock'n'Roll-Main Class Start,First round,2,142,2,0,-5,-5,-15,-25,-1,0,159,-1,-1,0
1899,B,A,Rock'n'Roll-Main Class Start,First round,2,60,2,-10,-25,-15,-15,-35,-1,0,159,-1,-1,0
1899,B,A,Rock'n'Roll-Main Class Start,First round,3,226,2,-10,-25,-25,-15,-35,-1,0,159,-1,-1,0
1899,B,A,Rock'n'Roll-Main Class Start,First round,3,176,2,-35,-35,-35,-15,-35,-1,0,159,-1,-1,0
1899,B,A,Rock'n'Roll-Main Class Start,First round,4,223,2,-25,-35,-75,-15,-35,-1,0,159,-1,-1,0
1899,C,A,Rock'n'Roll-Main Class Start,First round,1,118,3,-15,-25,-15,-15,-25,-1,0,159,-1,-1,0
1899,C,A,Rock'n'Roll-Main Class Start,First round,1,236,3,-10,-15,-25,-25,-25,-1,0,159,-1,-1,0
1899,C,A,Rock'n'Roll-Main Class Start,First round,2,60,3,-15,-15,-35,-25,-50,-1,0,159,-1,-1,0
1899,C,A,Rock'n'Roll-Main Class Start,First round,2,142,3,-10,-15,-25,-25,-25,-1,0,159,-1,-1,0
1899,C,A,Rock'n'Roll-Main Class Start,First round,3,176,3,-15,-50,-25,-25,-35,-1,0,159,-1,-1,0
1899,C,A,Rock'n'Roll-Main Class Start,First round,3,226,3,-10,-35,-25,-25,-25,-1,0,159,-1,-1,0
1899,C,A,Rock'n'Roll-Main Class Start,First round,4,223,3,-10,-15,-75,-15,-35,-1,0,159,-1,-1,0
1900,C,A,Rock'n'Roll-Main Class Contact Style,First round,1,36,3,-25,-15,-15,-15,-75,-1,0,159,-1,-1,0
1900,C,A,Rock'n'Roll-Main Class Contact Style,First round,1,181,3,-25,-15,-15,-35,-35,-1,0,159,-1,-1,0
1900,C,A,Rock'n'Roll-Main Class Contact Style,First round,2,430,3,-10,-10,-15,-25,-35,-1,0,159,-1,-1,0
1900,C,A,Rock'n'Roll-Main Class Contact Style,First round,2,148,3,0,-10,0,-15,-10,-1,0,159,-1,-1,0
1900,C,A,Rock'n'Roll-Main Class Contact Style,First round,3,160,3,-10,-15,-15,-25,-35,-1,0,159,-1,-1,0
1900,C,A,Rock'n'Roll-Main Class Contact Style,First round,3,28,3,-25,-15,-35,-35,-25,-1,0,159,-1,-1,0
1900,C,A,Rock'n'Roll-Main Class Contact Style,First round,4,363,3,-15,-15,-10,-5,-15,-1,0,159,-1,-1,0
1900,C,A,Rock'n'Roll-Main Class Contact Style,First round,4,362,3,0,-15,-10,0,-15,-1,0,159,-1,-1,0
1900,C,A,Rock'n'Roll-Main Class Contact Style,First round,5,54,3,-15,-25,-15,-50,-50,-1,0,159,-1,-1,0
1900,E,A,Rock'n'Roll-Main Class Contact Style,First round,1,181,5,-10,-5,-5,-10,-15,-1,0,159,-1,-1,0
1900,E,A,Rock'n'Roll-Main Class Contact Style,First round,1,36,5,-15,-15,-5,-10,-100,-1,0,159,-1,-1,0
1900,E,A,Rock'n'Roll-Main Class Contact Style,First round,2,430,5,-5,-5,-25,-15,-35,-1,0,159,-1,-1,0
1900,E,A,Rock'n'Roll-Main Class Contact Style,First round,2,148,5,-5,-5,-10,-15,-10,-1,0,159,-1,-1,0
1900,E,A,Rock'n'Roll-Main Class Contact Style,First round,3,28,5,-15,-15,-25,-35,-25,-1,0,159,-1,-1,0
1900,E,A,Rock'n'Roll-Main Class Contact Style,First round,3,160,5,-10,-5,-15,-25,-35,-1,0,159,-1,-1,0
1900,E,A,Rock'n'Roll-Main Class Contact Style,First round,4,362,5,-5,-5,-10,-5,-10,-1,0,159,-1,-1,0
