rt_id,Judge,Type,Category,Round,Heat,Stn,stanica,FW,FM,DF,CO,sm,bm,turnir,krit,val1,val2,val3,Acro 1,Acro 2,Acro 3,Acro 4,Acro 5,Acro 6,Acro 7,Acro 8
1895,A,,Rock'n'Roll-Small Formation Juniors,First round,1,229,1,-35,7,9,6,-4,0,159,DF,0.5,2,2,0,0,0,0,0,0,-1,-1
1895,A,,Rock'n'Roll-Small Formation Juniors,First round,1,229,1,-35,7,9,6,-4,0,159,FM,0.5,2,1,0,0,0,0,0,0,-1,-1
1895,A,,Rock'n'Roll-Small Formation Juniors,First round,1,229,1,-35,7,9,6,-4,0,159,CO,1,1.5,1.5,0,0,0,0,0,0,-1,-1
1895,A,,Rock'n'Roll-Small Formation Juniors,First round,2,177,1,-50,6,7,4.5,-8,0,159,CO,1,1,1,0,0,0,0,0,0,-1,-1
1895,A,,Rock'n'Roll-Small Formation Juniors,First round,2,177,1,-50,6,7,4.5,-8,0,159,DF,1,1,1.5,0,0,0,0,0,0,-1,-1
1895,A,,Rock'n'Roll-Small Formation Juniors,First round,2,177,1,-50,6,7,4.5,-8,0,159,FM,1,1,1,0,0,0,0,0,0,-1,-1
1895,A,,Rock'n'Roll-Small Formation Juniors,First round,3,158,1,-35,7,9,6.75,0,0,159,CO,1.5,1.5,1.5,0,0,0,0,0,0,-1,-1
1895,A,,Rock'n'Roll-Small Formation Juniors,First round,3,158,1,-35,7,9,6.75,0,0,159,DF,1.5,1.5,1.5,0,0,0,0,0,0,-1,-1
1895,A,,Rock'n'Roll-Small Formation Juniors,First round,3,158,1,-35,7,9,6.75,0,0,159,FM,1,1,1.5,0,0,0,0,0,0,-1,-1
1895,A,,Rock'n'Roll-Small Formation Juniors,First round,4,151,1,-35,6,8,8.25,-4,0,159,CO,2,1.5,2,0,0,0,0,0,0,-1,-1
1895,A,,Rock'n'Roll-Small Formation Juniors,First round,4,151,1,-35,6,8,8.25,-4,0,159,DF,1,1.5,1.5,0,0,0,0,0,0,-1,-1
1895,A,,Rock'n'Roll-Small Formation Juniors,First round,4,151,1,-35,6,8,8.25,-4,0,159,FM,0.5,1.5,1,0,0,0,0,0,0,-1,-1
1895,A,,Rock'n'Roll-Small Formation Juniors,First round,5,102,1,-25,7,10,8.25,0,0,159,CO,1.5,2,2,0,0,0,0,0,0,-1,-1
1895,A,,Rock'n'Roll-Small Formation Juniors,First round,5,102,1,-25,7,10,8.25,0,0,159,DF,1,2,2,0,0,0,0,0,0,-1,-1
1895,A,,Rock'n'Roll-Small Formation Juniors,First round,5,102,1,-25,7,10,8.25,0,0,159,FM,1,1,1.5,0,0,0,0,0,0,-1,-1
1895,A,,Rock'n'Roll-Small Formation Juniors,First round,6,115,1,-35,8,9,7.5,-4,0,159,CO,1.5,1.5,2,0,0,0,0,0,0,-1,-1
1895,A,,Rock'n'Roll-Small Formation Juniors,First round,6,115,1,-35,8,9,7.5,-4,0,159,DF,1,1.5,1.5,0,0,0,0,0,0,-1,-1
1895,A,,Rock'n'Roll-Small Formation Juniors,First round,6,115,1,-35,8,9,7.5,-4,0,159,FM,1,1.5,1.5,0,0,0,0,0,0,-1,-1
1895,A,,Rock'n'Roll-Small Formation Juniors,First round,7,174,1,-25,9,10,8.25,-4,0,159,FM,1,2,1.5,0,0,0,0,0,0,-1,-1
1895,A,,Rock'n'Roll-Small Formation Juniors,First round,7,174,1,-25,9,10,8.25,-4,0,159,DF,1,2,2,0,0,0,0,0,0,-1,-1
1895,A,,Rock'n'Roll-Small Formation Juniors,First round,7,174,1,-25,9,10,8.25,-4,0,159,CO,1.5,2,2,0,0,0,0,0,0,-1,-1
1895,B,,Rock'n'Roll-Small Formation Juniors,First round,1,229,2,-35,8,7,5.25,0,0,159,DF,1,1.5,1,0,0,0,0,0,0,-1,-1
1895,B,,Rock'n'Roll-Small Formation Juniors,First round,1,229,2,-35,8,7,5.25,0,0,159,FM,1,1.5,1.5,0,0,0,0,0,0,-1,-1
1895,B,,Rock'n'Roll-Small Formation Juniors,First round,1,229,2,-35,8,7,5.25,0,0,159,CO,1,1.5,1,0,0,0,0,0,0,-1,-1
1895,B,,Rock'n'Roll-Small Formation Juniors,First round,2,177,2,-35,9,8,7.5,-2,0,159,CO,1.5,2,1.5,0,0,0,0,0,0,-1,-1
1895,B,,Rock'n'Roll-Small Formation Juniors,First round,2,177,2,-35,9,8,7.5,-2,0,159,DF,1.5,1,1.5,0,0,0,0,0,0,-1,-1
1895,B,,Rock'n'Roll-Small Formation Juniors,First round,2,177,2,-35,9,8,7.5,-2,0,159,FM,1,1.5,2,0,0,0,0,0,0,-1,-1
1895,B,,Rock'n'Roll-Small Formation Juniors,First round,3,158,2,-25,9,9,7.5,0,0,159,FM,1.5,1.5,1.5,0,0,0,0,0,0,-1,-1
1895,B,,Rock'n'Roll-Small Formation Juniors,First round,3,158,2,-25,9,9,7.5,0,0,159,CO,1,2,2,0,0,0,0,0,0,-1,-1
1895,B,,Rock'n'Roll-Small Formation Juniors,First round,3,158,2,-25,9,9,7.5,0,0,159,DF,1.5,1.5,1.5,0,0,0,0,0,0,-1,-1
1895,B,,Rock'n'Roll-Small Formation Juniors,First round,4,151,2,-25,9,10,9,-2,0,159,FM,1.5,1.5,1.5,0,0,0,0,0,0,-1,-1
1895,B,,Rock'n'Roll-Small Formation Juniors,First round,4,151,2,-25,9,10,9,-2,0,159,CO,1.5,2,2.5,0,0,0,0,0,0,-1,-1
1895,B,,Rock'n'Roll-Small Formation Juniors,First round,4,151,2,-25,9,10,9,-2,0,159,DF,2,1.5,1.5,0,0,0,0,0,0,-1,-1
1895,B,,Rock'n'Roll-Small Formation Juniors,First round,5,102,2,-35,10,11,6.75,0,0,159,CO,1.5,1.5,1.5,0,0,0,0,0,0,-1,-1
1895,B,,Rock'n'Roll-Small Formation Juniors,First round,5,102,2,-35,10,11,6.75,0,0,159,DF,2,2,1.5,0,0,0,0,0,0,-1,-1
